Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
156	-1393.904	-1357.015	-36.88913	2.250093	0.0024864	0.00567154	0.00834901	0.00655043	0.00252639	0.00434975	1.16516	2.65775	3.91245	3.06961	1.1839	2.03834	0.00425884	1.99574	0.0461948	21.6474	0.583823	1.33171	1.9604	1.53808	0.593212	1.02135	2.25009	2.25009	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.1054367	4.558835
157	-1387.059	-1349.857	-37.20228	2.243887	0.00298869	0.00698905	0.00834901	0.0065907	0.00252639	0.00422193	1.40053	3.27515	3.91245	3.08848	1.1839	1.97844	0.00425884	1.99574	0.0461948	21.6474	0.701761	1.64107	1.9604	1.54754	0.593212	0.991333	2.24389	2.24389	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.1054367	4.558835
158	-1387.707	-1350.622	-37.08508	2.192541	0.00248585	0.00649811	0.00776254	0.00620332	0.00248556	0.0052837	1.2531	3.27564	3.91303	3.12704	1.25295	2.66347	0.00395967	1.99604	0.0445395	22.452	0.627791	1.64107	1.9604	1.56662	0.627717	1.33438	2.19254	2.19254	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.105437	0.1054367	4.612938
159	-1390.381	-1351.432	-38.94851	2.462259	0.00387528	0.0101301	0.0121013	0.0101693	0.00601015	0.00541633	1.25171	3.27201	3.90869	3.28465	1.94127	1.74946	0.00617288	1.99383	0.0556417	17.9721	0.627791	1.64107	1.9604	1.64741	0.973638	0.877439	2.46226	2.46226	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.09635254	4.282975
160	-1387.532	-1349.079	-38.45304	2.398926	0.00566382	0.0101301	0.0121013	0.0101693	0.00443789	0.00541633	1.8294	3.27201	3.90869	3.28465	1.43343	1.74946	0.00617288	1.99383	0.0556417	17.9721	0.917533	1.64107	1.9604	1.64741	0.718934	0.877439	2.39893	2.39893	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.0963525	0.09635254	4.282975
161	-1386.231	-1346.406	-39.82481	2.398926	0.00136918	0.00293572	0.00365469	0.00304311	0.00134028	0.00183921	1.46751	3.14654	3.91714	3.26164	1.43653	1.97129	0.00186426	1.99814	0.030545	32.7385	0.734438	1.57474	1.9604	1.63234	0.718934	0.986563	2.39893	2.39893	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.0986271	0.09862709	5.172137
162	-1386.517	-1349.241	-37.27557	2.122157	0.001157	0.00293572	0.00365469	0.00304311	0.00130615	0.00209515	1.24009	3.14654	3.91714	3.26164	1.39995	2.24561	0.00186426	1.99814	0.030545	32.7385	0.620624	1.57474	1.9604	1.63234	0.700628	1.12385	2.12216	2.12216	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.1000631	5.172137
163	-1388.881	-1350.373	-38.50752	2.230878	0.00152323	0.0032115	0.00399801	0.00332898	0.00119493	0.00327546	1.49229	3.14626	3.9168	3.26136	1.17066	3.20892	0.00203939	1.99796	0.0319489	31.3	0.746904	1.57474	1.9604	1.63234	0.585927	1.6061	2.23088	2.23088	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.1000631	5.105514
164	-1387.146	-1349.101	-38.04538	2.178037	0.00138689	0.0032115	0.00399801	0.003346	0.00151696	0.00286149	1.35872	3.14626	3.9168	3.27804	1.48615	2.80337	0.00203939	1.99796	0.0319489	31.3	0.680054	1.57474	1.9604	1.64069	0.743831	1.40311	2.17804	2.17804	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.100063	0.1000631	5.105514
165	-1390.324	-1348.708	-41.61597	2.559586	0.00152967	0.0032115	0.00399801	0.003346	0.00145956	0.00314171	1.4986	3.14626	3.9168	3.27804	1.42991	3.07789	0.00203939	1.99796	0.0319489	31.3	0.750066	1.57474	1.9604	1.64069	0.715686	1.54052	2.55959	2.55959	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.09713947	5.105514
166	-1386.587	-1348.257	-38.33025	2.203456	0.00140671	0.00291414	0.00362783	0.0030362	0.00132442	0.00231874	1.5189	3.14656	3.91717	3.27835	1.43005	2.50367	0.00185056	1.99815	0.0304325	32.8596	0.760153	1.57474	1.9604	1.64069	0.715686	1.25299	2.20346	2.20346	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.0971395	0.09713947	5.177609
167	-1390.507	-1353.834	-36.67337	2.203456	0.0108069	0.017668	0.021995	0.018408	0.0104019	0.0146394	1.91561	3.1318	3.8988	3.26298	1.84381	2.59496	0.0112197	1.98878	0.0751099	13.3138	0.963208	1.57474	1.9604	1.64069	0.927108	1.3048	2.20346	2.20346	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.105699	0.1056994	3.838166
168	-1386.494	-1348.433	-38.06102	2.310315	0.00487652	0.00846438	0.0105373	0.0088189	0.00442338	0.00539306	1.8096	3.14101	3.91026	3.27256	1.64145	2.00129	0.00537511	1.99462	0.0519114	19.2636	0.907241	1.57474	1.9604	1.64069	0.822938	1.00334	2.31031	2.31031	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.0986689	0.09866892	4.385858
169	-1386.652	-1347.867	-38.78491	2.391904	0.00436447	0.00846438	0.0106836	0.0088189	0.00442338	0.00563742	1.61959	3.14101	3.96453	3.27256	1.64145	2.09197	0.00537511	1.99462	0.0519114	19.2636	0.811978	1.57474	1.98761	1.64069	0.822938	1.0488	2.3919	2.3919	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.1031281	4.385858
170	-1386.417	-1347.962	-38.45474	2.408011	0.00314475	0.00846438	0.0106836	0.0088189	0.00381079	0.00564454	1.16697	3.14101	3.96453	3.27256	1.41413	2.09461	0.00537511	1.99462	0.0519114	19.2636	0.585057	1.57474	1.98761	1.64069	0.70897	1.05012	2.40801	2.40801	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.1031281	4.385858
171	-1387.203	-1349.79	-37.41309	2.124818	0.00153853	0.00312276	0.00396776	0.00323343	0.00140591	0.00203503	1.55015	3.14635	3.99774	3.25786	1.41653	2.05041	0.00198304	1.99802	0.031504	31.742	0.775845	1.57474	2.00085	1.63054	0.70897	1.02622	2.12482	2.12482	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.103128	0.1031281	5.126306
172	-1388.079	-1353.687	-34.39183	2.05072	0.00585326	0.0134303	0.0164888	0.0143562	0.00624214	0.00776074	1.32375	3.03734	3.72903	3.24673	1.4117	1.75514	0.00880452	1.9912	0.0664961	15.0385	0.664801	1.52539	1.87276	1.63054	0.70897	0.88145	2.05072	2.05072	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.0953005	0.09530048	4.01876
173	-1387.328	-1351.807	-35.52014	2.141163	0.00585326	0.0134303	0.01623	0.0143562	0.0062212	0.0101411	1.32375	3.03734	3.67052	3.24673	1.40696	2.29346	0.00880452	1.9912	0.0664961	15.0385	0.664801	1.52539	1.84338	1.63054	0.706591	1.1518	2.14116	2.14116	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.102343	0.1023427	4.01876
174	-1390.519	-1356.745	-33.77378	1.939757	0.0070857	0.0134303	0.01623	0.014339	0.0062212	0.00864804	1.60247	3.03734	3.67052	3.24284	1.40696	1.95581	0.00880452	1.9912	0.0664961	15.0385	0.80478	1.52539	1.84338	1.62859	0.706591	0.982227	1.93976	1.93976	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.106891	0.1068913	4.01876
175	-1387.73	-1350.695	-37.03497	2.22941	0.0068089	0.0103922	0.0131481	0.0109366	0.00486427	0.00716938	1.99204	3.04038	3.84667	3.19967	1.42311	2.09751	0.00681281	1.99319	0.0584641	17.1045	0.999426	1.52539	1.92991	1.6053	0.713988	1.05234	2.22941	2.22941	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.106408	0.1064082	4.209616
176	-1386.73	-1350.194	-36.53621	2.22941	0.0074677	0.0148678	0.0185841	0.0154583	0.0069282	0.0120927	1.54353	3.07309	3.84124	3.19515	1.43202	2.4995	0.00962952	1.99037	0.0695561	14.3769	0.7755	1.54398	1.92991	1.6053	0.719476	1.2558	2.22941	2.22941	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.105845	0.1058453	3.952056
177	-1386.314	-1350.172	-36.14219	2.22941	0.00591291	0.0129101	0.0161371	0.0134229	0.00634385	0.00660555	1.40839	3.07505	3.84368	3.19719	1.51104	1.57337	0.00836157	1.99164	0.0647946	15.4334	0.707154	1.54398	1.92991	1.6053	0.758692	0.789989	2.22941	2.22941	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	4.057191
178	-1394.444	-1353.433	-41.01107	2.668342	0.00914611	0.0142641	0.01586	0.0131924	0.00623494	0.00889019	2.21672	3.45715	3.84396	3.19742	1.51115	2.15469	0.00821802	1.99178	0.0642337	15.5682	1.11293	1.73571	1.92991	1.6053	0.758692	1.08179	2.66834	2.66834	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	0.0981437	4.070081
179	-1396.665	-1352.543	-44.12188	2.537407	0.000452352	0.000645701	0.000717947	0.00059719	0.000273034	0.000558553	2.43148	3.47077	3.8591	3.21001	1.46761	3.00233	0.000372011	1.99963	0.0136396	73.3157	1.21597	1.73571	1.92991	1.6053	0.733942	1.50144	2.53741	2.53741	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.0998842	0.09988416	6.367443
180	-1390.642	-1349.848	-40.7933	2.328851	0.000587804	0.00121903	0.00135543	0.00112745	0.000417918	0.00098186	1.67329	3.47019	3.85847	3.20948	1.18968	2.79504	0.000702327	1.9993	0.0187427	53.3542	0.836937	1.73571	1.92991	1.6053	0.595048	1.39801	2.32885	2.32885	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007	0.1007002	5.89624
181	-1388.987	-1348.611	-40.376	2.328851	0.000459693	0.00105757	0.00135543	0.00112745	0.000417918	0.000930267	1.3086	3.01056	3.85847	3.20948	1.18968	2.64817	0.000702327	1.9993	0.0187427	53.3542	0.654529	1.50581	1.92991	1.6053	0.595048	1.32455	2.32885	2.32885	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.1034245	5.89624
182	-1388.691	-1351.027	-37.66391	2.333634	0.00413895	0.00729693	0.00969555	0.00806478	0.00298942	0.00414043	1.64359	2.89763	3.85013	3.20254	1.18711	1.64418	0.00502383	1.99498	0.0501821	19.9274	0.823864	1.45246	1.92991	1.6053	0.595048	0.824158	2.33363	2.33363	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.1034245	4.43609
183	-1386.964	-1350.071	-36.89295	2.219267	0.00413895	0.00729693	0.00969555	0.00814112	0.00336403	0.00473378	1.64359	2.89763	3.85013	3.23286	1.33587	1.8798	0.00502383	1.99498	0.0501821	19.9274	0.823864	1.45246	1.92991	1.6205	0.669615	0.942266	2.21927	2.21927	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.1034245	4.43609
184	-1386.922	-1351.796	-35.12624	2.057616	0.00509758	0.0111067	0.0140568	0.0118032	0.00487725	0.00903609	1.39463	3.03864	3.84576	3.2292	1.33435	2.47216	0.00728366	1.99272	0.0604578	16.5405	0.699865	1.52487	1.92991	1.6205	0.669615	1.2406	2.05762	2.05762	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.103425	0.1034245	4.1599
185	-1389.277	-1355.511	-33.76623	1.922752	0.00509758	0.0111067	0.0140568	0.0118032	0.00555826	0.006862	1.39463	3.03864	3.84576	3.2292	1.52067	1.87735	0.00728366	1.99272	0.0604578	16.5405	0.699865	1.52487	1.92991	1.6205	0.763114	0.942108	1.92275	1.92275	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.103634	0.1036337	4.1599
186	-1388.602	-1353.963	-34.63933	2.016155	0.00668075	0.0145561	0.0181577	0.0154689	0.00728451	0.0135198	1.39305	3.03519	3.78618	3.22553	1.51894	2.81912	0.00954577	1.99045	0.0692515	14.4401	0.699865	1.52487	1.90217	1.6205	0.763114	1.41632	2.01615	2.01615	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.101198	0.1011979	3.958563
187	-1388.717	-1353.615	-35.10193	2.090714	0.00723416	0.0145561	0.0179201	0.0154689	0.00550043	0.0135198	1.50844	3.03519	3.73664	3.22553	1.14693	2.81912	0.00954577	1.99045	0.0692515	14.4401	0.757839	1.52487	1.87728	1.6205	0.576216	1.41632	2.09071	2.09071	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.10165	0.1016501	3.958563
188	-1387.446	-1352.672	-34.77436	2.090714	0.00646784	0.0145561	0.0179201	0.0154689	0.00553558	0.0110694	1.34865	3.03519	3.73664	3.22553	1.15426	2.30816	0.00954577	1.99045	0.0692515	14.4401	0.677561	1.52487	1.87728	1.6205	0.579898	1.15961	2.09071	2.09071	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.09921324	3.958563
189	-1388.471	-1351.536	-36.93484	2.353591	0.00577786	0.0145561	0.0179201	0.0154689	0.00553558	0.0100197	1.20478	3.03519	3.73664	3.22553	1.15426	2.08928	0.00954577	1.99045	0.0692515	14.4401	0.605279	1.52487	1.87728	1.6205	0.579898	1.04965	2.35359	2.35359	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.0992132	0.09921324	3.958563
190	-1387.201	-1351.831	-35.37001	2.123419	0.0078252	0.0145561	0.0179201	0.0148573	0.00679462	0.0100197	1.63169	3.03519	3.73664	3.09801	1.41679	2.08928	0.00954577	1.99045	0.0692515	14.4401	0.819756	1.52487	1.87728	1.55643	0.711794	1.04965	2.12342	2.12342	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.104194	0.1041945	3.958563
191	-1391.667	-1352.93	-38.73729	2.511474	0.00665228	0.015281	0.0179201	0.014365	0.00643784	0.0107532	1.38711	3.18634	3.73664	2.99535	1.3424	2.24223	0.00954577	1.99045	0.0692515	14.4401	0.696882	1.60081	1.87728	1.50486	0.674418	1.12649	2.51147	2.51147	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.103661	0.1036614	3.958563
192	-1388.741	-1350.883	-37.85789	2.412295	0.00792229	0.015281	0.0179201	0.0159471	0.00568028	0.00938165	1.65193	3.18634	3.73664	3.32524	1.18443	1.95623	0.00954577	1.99045	0.0692515	14.4401	0.829926	1.60081	1.87728	1.67059	0.595058	0.982806	2.41229	2.41229	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.103473	0.1034734	3.958563
193	-1388.819	-1354.193	-34.62601	2.088516	0.0106952	0.0237705	0.0278758	0.0254443	0.0117345	0.0162002	1.42983	3.17785	3.72669	3.40161	1.56877	2.16579	0.0148491	1.98515	0.0864874	11.5624	0.720262	1.60081	1.87728	1.71353	0.790251	1.09099	2.08852	2.08852	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.100981	0.1009812	3.62905
194	-1392.948	-1353.29	-39.65796	2.042992	0.000213007	0.000397534	0.000466191	0.000425526	0.000176198	0.000348518	1.71528	3.20122	3.7541	3.42663	1.41887	2.80651	0.000248333	1.99975	0.0111437	89.7368	0.857747	1.60081	1.87728	1.71353	0.709523	1.40343	2.04299	2.04299	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.09820014	6.667086
195	-1390.736	-1353.177	-37.55928	2.062956	0.00114599	0.00190142	0.00245438	0.00213728	0.00093787	0.0018326	1.7328	2.87505	3.71115	3.23168	1.41811	2.77099	0.00132183	1.99868	0.0257168	38.8851	0.866972	1.43848	1.8568	1.61691	0.709523	1.38641	2.06296	2.06296	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.09820014	5.427231
196	-1389.691	-1351.836	-37.8551	2.26882	0.00405795	0.00650498	0.0083967	0.00731186	0.00320855	0.0059667	1.79065	2.87045	3.70521	3.2265	1.41584	2.63293	0.00452213	1.99548	0.0476045	21.0064	0.897354	1.43848	1.8568	1.61691	0.709523	1.31945	2.26882	2.26882	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.0982001	0.09820014	4.514269
