Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
31	-1427.001	-1397.378	-29.62397	2.498212	0.00388074	0.00388074	0.00388074	0.00388074	0.00388074	0.00388074	3.47292	3.47292	3.47292	3.47292	3.47292	3.47292	0.00223237	1.99777	0.033428	29.9151	1.7384	1.7384	1.7384	1.7384	1.7384	1.7384	1.738399	2.49821	2.49821	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	5.038419
32	-1425.702	-1399.685	-26.01694	2.31449	0.018225	0.018225	0.018225	0.018225	0.018225	0.018225	3.45857	3.45857	3.45857	3.45857	3.45857	3.45857	0.0104838	1.98952	0.0725914	13.7757	1.7384	1.7384	1.7384	1.7384	1.7384	1.7384	1.738399	2.31449	2.31449	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	3.888731
33	-1426.266	-1399.643	-26.62213	2.142946	0.00329695	0.00329695	0.00329695	0.00329695	0.00329695	0.00329695	3.4735	3.4735	3.4735	3.4735	3.4735	3.4735	0.00189654	1.9981	0.0308086	32.4585	1.7384	1.7384	1.7384	1.7384	1.7384	1.7384	1.738399	2.14295	2.14295	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	0.0918592	5.159398
34	-1427.148	-1402.757	-24.39118	1.940168	0.00444177	0.00444177	0.00444177	0.00444177	0.00444177	0.00444177	3.39014	3.39014	3.39014	3.39014	3.39014	3.39014	0.00261698	1.99738	0.0361967	27.6268	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	1.94017	1.94017	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	0.0950071	4.920441
35	-1423.691	-1398.201	-25.49007	2.145905	0.00847962	0.00847962	0.00847962	0.00847962	0.00847962	0.00847962	3.3861	3.3861	3.3861	3.3861	3.3861	3.3861	0.00499597	1.995	0.0500424	19.983	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.14591	2.14591	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.1011756	4.440222
36	-1424.88	-1395.867	-29.01378	2.25354	0.00111472	0.00111472	0.00111472	0.00111472	0.00111472	0.00111472	3.39346	3.39346	3.39346	3.39346	3.39346	3.39346	0.000656767	1.99934	0.0181243	55.1745	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.25354	2.25354	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.1011756	5.945976
37	-1424.57	-1397.342	-27.22794	2.388788	0.0121625	0.0121625	0.0121625	0.0121625	0.0121625	0.0121625	3.38242	3.38242	3.38242	3.38242	3.38242	3.38242	0.00716587	1.99283	0.0599651	16.6764	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.38879	2.38879	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.101176	0.1011756	4.172031
38	-1423.978	-1397.173	-26.80483	2.35465	0.0130882	0.0130882	0.0130882	0.0130882	0.0130882	0.0130882	3.38149	3.38149	3.38149	3.38149	3.38149	3.38149	0.00771122	1.99229	0.0622136	16.0736	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.35465	2.35465	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.09868725	4.117455
39	-1423.324	-1397.489	-25.83493	2.158646	0.00693998	0.00693998	0.00693998	0.00693998	0.00693998	0.00693998	3.38764	3.38764	3.38764	3.38764	3.38764	3.38764	0.00408886	1.99591	0.0452617	22.0937	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.15865	2.15865	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.0986873	0.09868725	4.589091
40	-1424.752	-1398.758	-25.99359	2.302068	0.017617	0.017617	0.017617	0.017617	0.017617	0.017617	3.37696	3.37696	3.37696	3.37696	3.37696	3.37696	0.0103795	1.98962	0.0722275	13.8451	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.30207	2.30207	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.1029468	3.896181
41	-1424.406	-1399.339	-25.06762	2.191997	0.0166985	0.0166985	0.0166985	0.0166985	0.0166985	0.0166985	3.37788	3.37788	3.37788	3.37788	3.37788	3.37788	0.00983831	1.99016	0.0703098	14.2228	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.192	2.192	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.1029468	3.936077
42	-1424.406	-1399.339	-25.06762	2.191997	0.0166985	0.0166985	0.0166985	0.0166985	0.0166985	0.0166985	3.37788	3.37788	3.37788	3.37788	3.37788	3.37788	0.00983831	1.99016	0.0703098	14.2228	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.192	2.192	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.102947	0.1029468	3.936077
43	-1424.367	-1397.953	-26.41415	2.353695	0.0176396	0.0176396	0.0176396	0.0176396	0.0176396	0.0176396	3.37694	3.37694	3.37694	3.37694	3.37694	3.37694	0.0103928	1.98961	0.072274	13.8362	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.35369	2.35369	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.09808976	3.895227
44	-1424.222	-1400.138	-24.08438	2.092928	0.0173061	0.0173061	0.0173061	0.0173061	0.0173061	0.0173061	3.37727	3.37727	3.37727	3.37727	3.37727	3.37727	0.0101963	1.9898	0.0715841	13.9696	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.09293	2.09293	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.0980898	0.09808976	3.909448
45	-1425.119	-1398.716	-26.40363	2.062415	0.00223709	0.00223709	0.00223709	0.00223709	0.00223709	0.00223709	3.39234	3.39234	3.39234	3.39234	3.39234	3.39234	0.00131804	1.99868	0.0256798	38.9411	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.06242	2.06242	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.100145	0.1001451	5.429363
46	-1424.212	-1399.693	-24.51915	2.062415	0.00992282	0.00992282	0.00992282	0.00992282	0.00992282	0.00992282	3.38466	3.38466	3.38466	3.38466	3.38466	3.38466	0.00584627	1.99415	0.0541452	18.4688	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.06242	2.06242	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.0990417	0.09904169	4.323394
47	-1424.3	-1400.078	-24.22153	2.062415	0.0123675	0.0123675	0.0123675	0.0123675	0.0123675	0.0123675	3.38221	3.38221	3.38221	3.38221	3.38221	3.38221	0.00728659	1.99271	0.06047	16.5371	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.06242	2.06242	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.09682582	4.159601
48	-1423.595	-1398.691	-24.90422	2.129579	0.0116401	0.0116401	0.0116401	0.0116401	0.0116401	0.0116401	3.38294	3.38294	3.38294	3.38294	3.38294	3.38294	0.00685804	1.99314	0.0586585	17.0478	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.12958	2.12958	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.09682582	4.204694
49	-1423.666	-1396.999	-26.66632	2.324788	0.0116401	0.0116401	0.0116401	0.0116401	0.0116401	0.0116401	3.38294	3.38294	3.38294	3.38294	3.38294	3.38294	0.00685804	1.99314	0.0586585	17.0478	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.32479	2.32479	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.09682582	4.204694
50	-1423.603	-1396.805	-26.79816	2.324788	0.0104842	0.0104842	0.0104842	0.0104842	0.0104842	0.0104842	3.38409	3.38409	3.38409	3.38409	3.38409	3.38409	0.00617701	1.99382	0.0556604	17.9661	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.32479	2.32479	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.0968258	0.09682582	4.282477
51	-1424.327	-1399.971	-24.3556	2.109197	0.0152925	0.0152925	0.0152925	0.0152925	0.0152925	0.0152925	3.37929	3.37929	3.37929	3.37929	3.37929	3.37929	0.00900995	1.99099	0.0672708	14.8653	1.69729	1.69729	1.69729	1.69729	1.69729	1.69729	1.697289	2.1092	2.1092	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.0945671	0.09456713	4.001586
52	-1423.701	-1398.555	-25.14572	2.109197	0.00841707	0.00841707	0.00841707	0.00841707	0.00841707	0.00841707	3.37083	3.37083	3.37083	3.37083	3.37083	3.37083	0.00498162	1.99502	0.0499703	20.0119	1.68963	1.68963	1.68963	1.68963	1.68963	1.68963	1.689625	2.1092	2.1092	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	4.442361
53	-1423.836	-1398.047	-25.78967	2.109197	0.00503944	0.00503944	0.00503944	0.00503944	0.00503944	0.00503944	3.37149	3.37149	3.37149	3.37149	3.37149	3.37149	0.00298499	1.99702	0.0386617	25.8654	1.68826	1.68826	1.68826	1.68826	1.68826	1.68826	1.688263	2.1092	2.1092	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	4.822767
54	-1424.043	-1399.686	-24.35658	2.110325	0.0158953	0.0158953	0.0158953	0.0158953	0.0158953	0.0158953	3.36673	3.36673	3.36673	3.36673	3.36673	3.36673	0.0093982	1.9906	0.0687116	14.5536	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.11033	2.11033	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	3.970167
55	-1423.307	-1396.755	-26.55201	2.255033	0.00785149	0.00785149	0.00785149	0.00785149	0.00785149	0.00785149	3.37478	3.37478	3.37478	3.37478	3.37478	3.37478	0.00464224	1.99536	0.048234	20.7323	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.25503	2.25503	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	4.494791
56	-1423.429	-1396.295	-27.1343	2.277138	0.00579319	0.00579319	0.00579319	0.00579319	0.00579319	0.00579319	3.37684	3.37684	3.37684	3.37684	3.37684	3.37684	0.00342526	1.99657	0.0414194	24.1433	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.27714	2.27714	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	4.720614
57	-1423.286	-1397.019	-26.26683	2.199914	0.00663292	0.00663292	0.00663292	0.00663292	0.00663292	0.00663292	3.376	3.376	3.376	3.376	3.376	3.376	0.00392175	1.99608	0.0443253	22.5605	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.19991	2.19991	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	4.620086
58	-1423.373	-1396.384	-26.98948	2.249152	0.00531764	0.00531764	0.00531764	0.00531764	0.00531764	0.00531764	3.37731	3.37731	3.37731	3.37731	3.37731	3.37731	0.00314409	1.99686	0.0396802	25.2015	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.24915	2.24915	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	0.0998372	4.784214
59	-1424.297	-1397.11	-27.18677	2.349741	0.00949167	0.00949167	0.00949167	0.00949167	0.00949167	0.00949167	3.37314	3.37314	3.37314	3.37314	3.37314	3.37314	0.00561201	1.99439	0.0530462	18.8515	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.34974	2.34974	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.101922	0.1019222	4.353798
60	-1424.266	-1399.96	-24.30646	2.080865	0.0134736	0.0134736	0.0134736	0.0134736	0.0134736	0.0134736	3.36916	3.36916	3.36916	3.36916	3.36916	3.36916	0.00796635	1.99203	0.0632385	15.8132	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.08087	2.08087	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.100637	0.1006369	4.093231
61	-1424.495	-1399.065	-25.42978	2.080865	0.00527543	0.00527543	0.00527543	0.00527543	0.00527543	0.00527543	3.37735	3.37735	3.37735	3.37735	3.37735	3.37735	0.00311913	1.99688	0.0395222	25.3023	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.08087	2.08087	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.0942276	0.09422755	4.79013
62	-1425.357	-1399.222	-26.13496	2.203455	0.00704776	0.00704776	0.00704776	0.00704776	0.00704776	0.00704776	3.37558	3.37558	3.37558	3.37558	3.37558	3.37558	0.00416703	1.99583	0.0456932	21.8851	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.20345	2.20345	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.09014779	4.575024
63	-1426.314	-1397.753	-28.56103	2.307738	0.00216507	0.00216507	0.00216507	0.00216507	0.00216507	0.00216507	3.38046	3.38046	3.38046	3.38046	3.38046	3.38046	0.00128011	1.99872	0.0253074	39.5141	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.30774	2.30774	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.09014779	5.451021
64	-1426.262	-1401.408	-24.85391	2.06622	0.00728831	0.00728831	0.00728831	0.00728831	0.00728831	0.00728831	3.37534	3.37534	3.37534	3.37534	3.37534	3.37534	0.00430926	1.99569	0.0464681	21.5202	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.06622	2.06622	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.09014779	4.550092
65	-1425.492	-1398.557	-26.93541	2.277379	0.00634036	0.00634036	0.00634036	0.00634036	0.00634036	0.00634036	3.37629	3.37629	3.37629	3.37629	3.37629	3.37629	0.00374878	1.99625	0.0433348	23.0761	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.27738	2.27738	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.0901478	0.09014779	4.65359
66	-1423.314	-1396.213	-27.10121	2.277379	0.0058831	0.0058831	0.0058831	0.0058831	0.0058831	0.0058831	3.37675	3.37675	3.37675	3.37675	3.37675	3.37675	0.00347842	1.99652	0.0417402	23.9577	1.69131	1.69131	1.69131	1.69131	1.69131	1.69131	1.691315	2.27738	2.27738	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	0.0980778	4.709177
67	-1423.591	-1397.233	-26.35812	2.191428	0.00596797	0.00596797	0.00596797	0.00596797	0.00596797	0.00596797	3.42546	3.42546	3.42546	3.42546	3.42546	3.42546	0.00347842	1.99652	0.0417402	23.9577	1.71571	1.71571	1.71571	1.71571	1.71571	1.71571	1.715713	2.19143	2.19143	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.1001202	4.709177
68	-1423.469	-1396.584	-26.88509	2.249808	0.00596797	0.00596797	0.00596797	0.00596797	0.00596797	0.00596797	3.42546	3.42546	3.42546	3.42546	3.42546	3.42546	0.00347842	1.99652	0.0417402	23.9577	1.71571	1.71571	1.71571	1.71571	1.71571	1.71571	1.715713	2.24981	2.24981	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.10012	0.1001202	4.709177
69	-1423.535	-1396.012	-27.52262	2.299069	0.0050916	0.0050916	0.0050916	0.0050916	0.0050916	0.0050916	3.42633	3.42633	3.42633	3.42633	3.42633	3.42633	0.00296763	1.99703	0.0385489	25.9411	1.71571	1.71571	1.71571	1.71571	1.71571	1.71571	1.715713	2.29907	2.29907	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.0993442	0.09934423	4.827097
