Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
117	-1168.921	-1166.726	-2.194504	2.277235	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	3.40556	3.40556	3.40556	3.40556	3.40556	3.40556	0.0103855	1.98961	0.0722487	13.8411	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.27723	2.27723	0.0396925	0.682604	0.116236	0.049985	0.0859604	0.00138213	0.197003	0.0954874	0.124118	0.00734319	0.0963595	0.0805488	0.305796	0.102174	0.0864595	0.031294	0.0540385	0.311295	0.0640447	0.0182991	0.105135	0.050129	0.208735	0.212629	0.0314628	0.0176889	0.133141	0.720842	0.487684	0.0413544	3.895746
118	-1166.198	-1164.494	-1.703894	2.167394	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	3.40556	3.40556	3.40556	3.40556	3.40556	3.40556	0.0103855	1.98961	0.0722487	13.8411	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.16739	2.16739	0.0244846	0.733613	0.121011	0.0453692	0.0696543	0.0015546	0.209668	0.102951	0.149585	0.00827588	0.0793435	0.0883147	0.269437	0.0764455	0.101083	0.0291415	0.0487982	0.236354	0.0734704	0.0177361	0.0642711	0.050129	0.180168	0.254888	0.0362641	0.0179212	0.13806	0.865112	0.486376	0.0349338	3.895746
119	-1170.981	-1167.019	-3.961403	2.221148	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	3.40556	3.40556	3.40556	3.40556	3.40556	3.40556	0.0103855	1.98961	0.0722487	13.8411	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.22115	2.22115	0.0315952	0.867769	0.105161	0.0453692	0.08807	0.00149443	0.192317	0.110177	0.137531	0.00698835	0.081343	0.0952055	0.312797	0.08793	0.0939382	0.0386135	0.0735471	0.210501	0.0980136	0.0274294	0.0519286	0.058588	0.204028	0.268478	0.03193	0.0171907	0.157403	0.65084	0.626912	0.0376603	3.895746
120	-1170.625	-1166.4	-4.225277	2.164601	0.0111622	0.0111622	0.0111622	0.0111622	0.0111622	0.0111622	3.41218	3.41218	3.41218	3.41218	3.41218	3.41218	0.00652125	1.99348	0.0571952	17.484	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.1646	2.1646	0.0301904	1.07939	0.110037	0.0459735	0.08807	0.00142067	0.184605	0.137639	0.108732	0.0125122	0.0752153	0.0888027	0.281594	0.0889223	0.0760532	0.038809	0.04984	0.210501	0.10198	0.0249679	0.0456432	0.0574605	0.206998	0.248162	0.0245778	0.0208541	0.184235	0.564627	0.602957	0.0407183	4.242148
121	-1170.743	-1169.333	-1.410068	2.130481	0.0154667	0.0154667	0.0154667	0.0154667	0.0154667	0.0154667	3.34578	3.34578	3.34578	3.34578	3.34578	3.34578	0.00920298	1.9908	0.0679909	14.7079	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.13048	2.13048	0.0250517	0.700554	0.0816618	0.0553394	0.0768645	0.0011229	0.208942	0.137639	0.0948925	0.0200032	0.092184	0.118202	0.239301	0.0873703	0.0738284	0.0334343	0.049671	0.262537	0.0934048	0.0209441	0.0386273	0.0811452	0.169239	0.269406	0.0326721	0.0407333	0.151367	0.748543	0.561326	0.0378858	3.9858
122	-1168.703	-1167.206	-1.496907	2.336973	0.0212726	0.0212726	0.0212726	0.0212726	0.0212726	0.0212726	3.33997	3.33997	3.33997	3.33997	3.33997	3.33997	0.0126576	1.98734	0.0798067	12.5303	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.33697	2.33697	0.025205	0.697775	0.0599688	0.0553394	0.0939936	0.0013567	0.210454	0.134769	0.111753	0.0176996	0.0723366	0.0992257	0.274121	0.100066	0.0858526	0.0365988	0.05613	0.243507	0.0745113	0.0209441	0.0254932	0.0811452	0.160189	0.242878	0.0361925	0.0439734	0.192921	0.689812	0.463519	0.0438958	3.748238
123	-1167.888	-1163.132	-4.755971	2.336973	0.00825973	0.00825973	0.00825973	0.00825973	0.00825973	0.00825973	3.35298	3.35298	3.35298	3.35298	3.35298	3.35298	0.00491469	1.99509	0.0496326	20.148	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.33697	2.33697	0.0169956	0.697775	0.0615878	0.105493	0.0842075	0.00159741	0.211071	0.119148	0.111753	0.0157709	0.0723366	0.0893135	0.245432	0.0943853	0.0858526	0.0381898	0.058589	0.313697	0.0788523	0.0209441	0.0362478	0.060449	0.155068	0.306129	0.0545344	0.0395869	0.207723	0.809992	0.458716	0.0290161	4.452412
124	-1167.216	-1164.746	-2.469995	2.336973	0.00825973	0.00825973	0.00825973	0.00825973	0.00825973	0.00825973	3.35298	3.35298	3.35298	3.35298	3.35298	3.35298	0.00491469	1.99509	0.0496326	20.148	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.33697	2.33697	0.014169	0.529536	0.0674702	0.105493	0.0980893	0.0017639	0.220003	0.127775	0.111753	0.0149184	0.0669307	0.102765	0.245432	0.0764021	0.0858526	0.0247182	0.0671649	0.325713	0.0795606	0.0209004	0.036534	0.0491896	0.143118	0.329589	0.0475239	0.0486178	0.203504	0.716403	0.440071	0.0262478	4.452412
125	-1170.073	-1164.88	-5.192516	2.251799	0.00825973	0.00825973	0.00825973	0.00825973	0.00825973	0.00825973	3.35298	3.35298	3.35298	3.35298	3.35298	3.35298	0.00491469	1.99509	0.0496326	20.148	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.2518	2.2518	0.0160947	0.666498	0.0837812	0.118652	0.0746576	0.00174104	0.177935	0.127775	0.0977227	0.021307	0.0554808	0.0949186	0.245432	0.0976303	0.0911543	0.0251044	0.0659307	0.263371	0.10826	0.0223768	0.0294503	0.0617031	0.126039	0.379217	0.0479059	0.0451515	0.280942	0.972725	0.390872	0.0241605	4.452412
126	-1173.053	-1170.715	-2.338173	2.251799	0.0338878	0.0338878	0.0338878	0.0338878	0.0338878	0.0338878	3.32735	3.32735	3.32735	3.32735	3.32735	3.32735	0.0201639	1.97984	0.100919	9.90895	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.2518	2.2518	0.0144754	0.532833	0.113293	0.118652	0.0704388	0.0018066	0.175105	0.137142	0.120868	0.0232287	0.0570852	0.0775381	0.266462	0.0976303	0.0911543	0.0274	0.075449	0.31971	0.106969	0.016534	0.0387759	0.0681449	0.12619	0.337152	0.0376112	0.0453573	0.326771	0.865643	0.38803	0.0178879	3.400258
127	-1172.838	-1165.136	-7.702568	2.251799	0.00365746	0.00365746	0.00365746	0.00365746	0.00365746	0.00365746	3.35758	3.35758	3.35758	3.35758	3.35758	3.35758	0.00217626	1.99782	0.0330047	30.2987	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.2518	2.2518	0.00860075	0.789958	0.191008	0.115357	0.050967	0.00204527	0.164054	0.145819	0.111651	0.0276746	0.0554897	0.0858473	0.26987	0.0825201	0.0901922	0.0336383	0.0619802	0.31971	0.0954652	0.0180425	0.0519951	0.0759974	0.136588	0.337152	0.0354192	0.0422477	0.370782	0.865643	0.330411	0.0123542	5.05731
128	-1177.958	-1174.406	-3.55236	2.088068	0.010718	0.010718	0.010718	0.010718	0.010718	0.010718	3.35052	3.35052	3.35052	3.35052	3.35052	3.35052	0.00637742	1.99362	0.0565589	17.6807	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.08807	2.08807	0.00694586	0.726255	0.242389	0.0996107	0.0417021	0.00204527	0.195675	0.167558	0.109027	0.0348183	0.067875	0.0729313	0.292882	0.0849867	0.100746	0.0336383	0.0458808	0.352672	0.0954652	0.0201518	0.0851826	0.0795681	0.0983793	0.218999	0.0404962	0.0298276	0.314459	0.832792	0.330411	0.00901775	4.258734
129	-1175.469	-1177.51	2.041006	2.042811	0.0144099	0.0144099	0.0144099	0.0144099	0.0144099	0.0144099	3.34683	3.34683	3.34683	3.34683	3.34683	3.34683	0.00857413	1.99143	0.0656165	15.2401	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.04281	2.04281	0.00791748	0.52284	0.193955	0.0901855	0.0344209	0.00278381	0.182863	0.163854	0.0850281	0.0396967	0.0607518	0.0729313	0.300262	0.0764347	0.0961971	0.0268302	0.0497846	0.250428	0.0954652	0.0172275	0.0888185	0.0737216	0.104593	0.191709	0.0429769	0.0199107	0.306994	0.876871	0.215292	0.00860775	4.038502
130	-1174.604	-1174.776	0.1721683	2.209688	0.00377097	0.00377097	0.00377097	0.00377097	0.00377097	0.00377097	3.35747	3.35747	3.35747	3.35747	3.35747	3.35747	0.00224379	1.99776	0.0335135	29.8387	1.68062	1.68062	1.68062	1.68062	1.68062	1.68062	1.680621	2.20969	2.20969	0.0056379	0.63434	0.144511	0.113568	0.0365508	0.00278381	0.151728	0.163854	0.0923997	0.0385893	0.0771823	0.0815257	0.238804	0.0764347	0.0855981	0.0227771	0.0673045	0.239196	0.0588598	0.015183	0.0971734	0.0732005	0.109531	0.191709	0.0321655	0.0170478	0.278348	0.793689	0.204453	0.0083232	5.03463
131	-1175.227	-1177.237	2.010018	2.306566	0.00404723	0.00404723	0.00404723	0.00404723	0.00404723	0.00404723	3.60345	3.60345	3.60345	3.60345	3.60345	3.60345	0.00224379	1.99776	0.0335135	29.8387	1.80375	1.80375	1.80375	1.80375	1.80375	1.80375	1.803747	2.30657	2.30657	0.00475923	0.63434	0.132727	0.0913875	0.0346819	0.00259129	0.181379	0.142759	0.122898	0.0441474	0.0734218	0.0815257	0.287092	0.0760691	0.0703046	0.0193581	0.0768282	0.279989	0.0497096	0.0164777	0.0623608	0.0691226	0.0794029	0.181681	0.044611	0.014707	0.149661	0.523765	0.289759	0.00664041	5.03463
132	-1176.292	-1178.648	2.356214	2.352175	0.0200583	0.0200583	0.0200583	0.0200583	0.0200583	0.0200583	3.58744	3.58744	3.58744	3.58744	3.58744	3.58744	0.0111204	1.98888	0.0747748	13.3735	1.80375	1.80375	1.80375	1.80375	1.80375	1.80375	1.803747	2.35217	2.35217	0.00312026	0.676375	0.132727	0.107741	0.0328203	0.00183312	0.150486	0.121496	0.145007	0.0486671	0.0660791	0.0817033	0.287031	0.0748184	0.0668733	0.0210479	0.0768282	0.313335	0.0612553	0.0175815	0.0558671	0.0691226	0.0899013	0.343863	0.0421481	0.013766	0.117452	0.504997	0.253565	0.00609857	3.844795
133	-1171.87	-1173.776	1.905747	2.332604	0.00621141	0.00621141	0.00621141	0.00621141	0.00621141	0.00621141	3.60128	3.60128	3.60128	3.60128	3.60128	3.60128	0.00344362	1.99656	0.0415304	24.0787	1.80375	1.80375	1.80375	1.80375	1.80375	1.80375	1.803747	2.3326	2.3326	0.002796	0.676375	0.0926011	0.110077	0.0403467	0.00263551	0.165448	0.104947	0.12877	0.0306689	0.0685236	0.0836032	0.287031	0.0773212	0.0600921	0.022211	0.0768282	0.260265	0.0710467	0.0148348	0.10296	0.0649887	0.091884	0.391129	0.0560578	0.016403	0.0637129	0.473851	0.247175	0.00479406	4.716645
134	-1178.136	-1181.431	3.295065	2.375832	0.0119291	0.0119291	0.0119291	0.0119291	0.0119291	0.0119291	3.23612	3.23612	3.23612	3.23612	3.23612	3.23612	0.00734542	1.99265	0.0607145	16.4705	1.62402	1.62402	1.62402	1.62402	1.62402	1.62402	1.624024	2.37583	2.37583	0.00240158	0.656561	0.0943393	0.097088	0.0519178	0.00239315	0.191462	0.127288	0.123079	0.0306689	0.089021	0.0839116	0.344456	0.0723216	0.0667854	0.0300738	0.0737696	0.239196	0.0922279	0.0175384	0.0651134	0.0492163	0.0898052	0.340013	0.0717251	0.016403	0.0573096	0.430004	0.200107	0.00338534	4.153619
135	-1171.426	-1174.125	2.699441	2.375832	0.0126166	0.0126166	0.0126166	0.0126166	0.0126166	0.0126166	3.4226	3.4226	3.4226	3.4226	3.4226	3.4226	0.00734542	1.99265	0.0607145	16.4705	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	2.37583	2.37583	0.00191049	0.631244	0.13929	0.069062	0.0811039	0.00240521	0.218072	0.150541	0.131634	0.025023	0.0666911	0.0839116	0.275954	0.0717009	0.061976	0.0262209	0.0772261	0.311532	0.086656	0.0257301	0.080446	0.0501154	0.122637	0.231899	0.0897956	0.0254129	0.0359174	0.430004	0.261469	0.00377915	4.153619
136	-1168.96	-1173.011	4.05031	2.28939	0.0172014	0.0172014	0.0172014	0.0172014	0.0172014	0.0172014	3.41802	3.41802	3.41802	3.41802	3.41802	3.41802	0.0100147	1.98999	0.0709406	14.0963	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	2.28939	2.28939	0.00194418	0.70747	0.150876	0.0394739	0.0828692	0.00254954	0.218072	0.106944	0.119038	0.0165971	0.0656471	0.0766838	0.261388	0.0711947	0.0563341	0.0307197	0.0931232	0.257487	0.0779602	0.0181846	0.0597064	0.0621388	0.153166	0.213607	0.101231	0.0215679	0.0326775	0.430004	0.315418	0.0054088	3.922835
137	-1167.745	-1167.296	-0.4483796	2.26747	0.00830572	0.00830572	0.00830572	0.00830572	0.00830572	0.00830572	3.42692	3.42692	3.42692	3.42692	3.42692	3.42692	0.00483562	1.99516	0.0492308	20.3125	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	2.26747	2.26747	0.00302369	0.831512	0.168593	0.0323497	0.0650146	0.00196906	0.206091	0.0968958	0.144653	0.0181546	0.0656471	0.0843906	0.272846	0.0942072	0.0899111	0.0307197	0.0834778	0.218864	0.0748541	0.0181846	0.0785376	0.05847	0.164893	0.182905	0.0928257	0.0166385	0.0290029	0.661004	0.37705	0.00539391	4.464465
138	-1167.254	-1164.799	-2.454147	2.260627	0.00830572	0.00830572	0.00830572	0.00830572	0.00830572	0.00830572	3.42692	3.42692	3.42692	3.42692	3.42692	3.42692	0.00483562	1.99516	0.0492308	20.3125	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	2.26063	2.26063	0.00301108	0.727485	0.282802	0.0270834	0.0991013	0.00300284	0.200798	0.102945	0.134178	0.0144557	0.0623474	0.0694406	0.272846	0.10364	0.0899111	0.0274726	0.0869692	0.289069	0.0748541	0.0163616	0.0953288	0.0387326	0.124391	0.216647	0.0850824	0.0124893	0.0245895	0.721018	0.485678	0.00539391	4.464465
139	-1167.584	-1164.138	-3.445943	2.378474	0.00935362	0.00935362	0.00935362	0.00935362	0.00935362	0.00935362	3.42587	3.42587	3.42587	3.42587	3.42587	3.42587	0.00544572	1.99455	0.0522522	19.1379	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	1.71761	2.37847	2.37847	0.00302162	0.574201	0.282802	0.0335733	0.116532	0.00341721	0.209404	0.0802511	0.101573	0.0147849	0.0670461	0.0740231	0.272846	0.10364	0.0825119	0.0317639	0.0761345	0.260465	0.0609064	0.0188377	0.0847369	0.0289491	0.178981	0.272627	0.106035	0.0149294	0.0301443	0.737911	0.57659	0.00709326	4.376157
140	-1171.932	-1165.64	-6.292023	2.239927	0.00962729	0.00962729	0.00962729	0.00962729	0.00962729	0.00962729	3.5261	3.5261	3.5261	3.5261	3.5261	3.5261	0.00544572	1.99455	0.0522522	19.1379	1.76786	1.76786	1.76786	1.76786	1.76786	1.76786	1.767865	2.23993	2.23993	0.00302162	0.84965	0.210765	0.0272227	0.0785659	0.0034706	0.217368	0.0802511	0.152044	0.0132067	0.0847057	0.0740231	0.274118	0.111115	0.0931923	0.0340972	0.0686514	0.265426	0.0730902	0.021099	0.0551788	0.0271221	0.178321	0.331982	0.0840441	0.0256145	0.0219774	0.699199	0.788922	0.00893329	4.376157
141	-1169.947	-1163.439	-6.508245	2.239927	0.0103406	0.0103406	0.0103406	0.0103406	0.0103406	0.0103406	3.52539	3.52539	3.52539	3.52539	3.52539	3.52539	0.00584922	1.99415	0.0541589	18.4642	1.76786	1.76786	1.76786	1.76786	1.76786	1.76786	1.767865	2.23993	2.23993	0.0037704	0.958884	0.171298	0.030897	0.0750575	0.00375218	0.195921	0.113626	0.126982	0.014029	0.0896538	0.0771186	0.226112	0.110681	0.0846184	0.0337144	0.0680529	0.294503	0.0730902	0.0167016	0.0551788	0.0307925	0.169155	0.354375	0.0714242	0.0256145	0.0219637	0.774952	0.709647	0.00874012	4.323021
142	-1168.507	-1160.893	-7.61368	2.239927	0.0264733	0.0264733	0.0264733	0.0264733	0.0264733	0.0264733	3.36869	3.36869	3.36869	3.36869	3.36869	3.36869	0.0155947	1.98441	0.0886489	11.2804	1.69758	1.69758	1.69758	1.69758	1.69758	1.69758	1.697582	2.23993	2.23993	0.00621568	0.957375	0.196276	0.0357111	0.0772165	0.00246796	0.167748	0.116173	0.101414	0.014029	0.0696124	0.0826189	0.243707	0.0818089	0.0794946	0.0268895	0.0819363	0.257616	0.0917337	0.0172909	0.0728542	0.0359818	0.198022	0.402629	0.0712315	0.0245906	0.0180172	1.08869	0.627028	0.00805985	3.592451
143	-1172.705	-1165.745	-6.959772	2.427882	0.0264733	0.0264733	0.0264733	0.0264733	0.0264733	0.0264733	3.36869	3.36869	3.36869	3.36869	3.36869	3.36869	0.0155947	1.98441	0.0886489	11.2804	1.69758	1.69758	1.69758	1.69758	1.69758	1.69758	1.697582	2.42788	2.42788	0.00496108	1.05784	0.18359	0.0353877	0.061166	0.00272028	0.173421	0.114753	0.0810167	0.0162863	0.0578962	0.0875981	0.255717	0.0818089	0.0746059	0.0233998	0.072838	0.253625	0.0673638	0.027975	0.0922673	0.0359818	0.253899	0.402629	0.0517751	0.0379819	0.0168862	0.881586	0.481481	0.00558448	3.592451
144	-1170.042	-1168.551	-1.490981	2.047551	0.0264968	0.0264968	0.0264968	0.0264968	0.0264968	0.0264968	3.37168	3.37168	3.37168	3.37168	3.37168	3.37168	0.0155947	1.98441	0.0886489	11.2804	1.69909	1.69909	1.69909	1.69909	1.69909	1.69909	1.699087	2.04755	2.04755	0.00348399	0.926109	0.17361	0.0418739	0.0487527	0.00294544	0.222005	0.143456	0.0806832	0.0169702	0.0557816	0.0924334	0.255717	0.101557	0.067765	0.021862	0.0735895	0.298493	0.0836625	0.0287696	0.0699141	0.0357903	0.268827	0.247941	0.0482657	0.0279722	0.0172642	0.822638	0.481481	0.00882164	3.592451
145	-1169.7	-1169.751	0.05127845	2.242412	0.0092308	0.0092308	0.0092308	0.0092308	0.0092308	0.0092308	3.38894	3.38894	3.38894	3.38894	3.38894	3.38894	0.0054328	1.99457	0.05219	19.1607	1.69909	1.69909	1.69909	1.69909	1.69909	1.69909	1.699087	2.24241	2.24241	0.00401503	0.759437	0.126507	0.0394297	0.0388552	0.00321211	0.231059	0.109811	0.0602702	0.014059	0.0414568	0.093583	0.255717	0.0932887	0.067765	0.0252154	0.0633354	0.245223	0.0829062	0.0187587	0.0624489	0.0419497	0.336185	0.207205	0.0489705	0.0240581	0.0172262	0.722654	0.411366	0.00926642	4.377923
146	-1169	-1168.122	-0.877511	2.318731	0.0092308	0.0092308	0.0092308	0.0092308	0.0092308	0.0092308	3.38894	3.38894	3.38894	3.38894	3.38894	3.38894	0.0054328	1.99457	0.05219	19.1607	1.69909	1.69909	1.69909	1.69909	1.69909	1.69909	1.699087	2.31873	2.31873	0.00305011	0.633002	0.0895801	0.0477562	0.0278092	0.00354715	0.247047	0.126933	0.059281	0.0073872	0.0473852	0.093583	0.303335	0.0870842	0.0853482	0.0151184	0.0624995	0.228667	0.0899004	0.0272052	0.063315	0.0408568	0.347722	0.313256	0.0414126	0.0244574	0.0168245	0.726034	0.411366	0.011044	4.377923
147	-1168.111	-1168.583	0.4721542	2.311257	0.0125585	0.0125585	0.0125585	0.0125585	0.0125585	0.0125585	3.38561	3.38561	3.38561	3.38561	3.38561	3.38561	0.00739131	1.99261	0.0609045	16.4191	1.69909	1.69909	1.69909	1.69909	1.69909	1.69909	1.699087	2.31126	2.31126	0.00367321	0.546774	0.0776492	0.066385	0.0355933	0.0036028	0.221287	0.122903	0.0604299	0.00764413	0.0513016	0.0939426	0.261167	0.0870842	0.0861942	0.0155883	0.096573	0.250915	0.103899	0.0217975	0.0506732	0.0420224	0.359946	0.249115	0.0501729	0.0166973	0.0176746	0.801353	0.36514	0.0155518	4.148985
148	-1168.74	-1173.54	4.799786	1.926062	0.0176452	0.0176452	0.0176452	0.0176452	0.0176452	0.0176452	3.32126	3.32126	3.32126	3.32126	3.32126	3.32126	0.0105695	1.98943	0.0728891	13.7195	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	1.92606	1.92606	0.00232464	0.412285	0.111499	0.0629971	0.0488612	0.00268621	0.183308	0.114632	0.0717824	0.00675321	0.0800163	0.106883	0.261167	0.0850349	0.0886626	0.00636603	0.0668034	0.226711	0.103899	0.0192539	0.0672055	0.0409881	0.387861	0.203196	0.0707955	0.0170349	0.0220036	0.808698	0.440203	0.0205654	3.882663
149	-1165.984	-1166.309	0.3247118	1.968957	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	3.32174	3.32174	3.32174	3.32174	3.32174	3.32174	0.0102787	1.98972	0.071874	13.9132	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	1.96896	1.96896	0.00218082	0.489988	0.151581	0.0553013	0.0442073	0.00288317	0.17753	0.114632	0.0960388	0.00560228	0.0800163	0.0694951	0.264242	0.0922976	0.0872936	0.00728653	0.0624734	0.266633	0.0760227	0.0203284	0.068788	0.0379584	0.279287	0.338473	0.101479	0.0132711	0.0274373	1.02575	0.515591	0.0153634	3.903455
150	-1169.834	-1165.523	-4.311258	2.178147	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	3.32174	3.32174	3.32174	3.32174	3.32174	3.32174	0.0102787	1.98972	0.071874	13.9132	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.17815	2.17815	0.00406881	0.489988	0.197775	0.060573	0.0682998	0.00211429	0.155786	0.141518	0.152219	0.00578322	0.0865807	0.0694951	0.281605	0.090287	0.0978161	0.0103148	0.0665622	0.231717	0.109103	0.0282951	0.054651	0.0650666	0.300886	0.262013	0.0832633	0.0199849	0.0225259	1.08712	0.633944	0.0144729	3.903455
151	-1171.629	-1171.083	-0.545679	2.074971	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	3.32174	3.32174	3.32174	3.32174	3.32174	3.32174	0.0102787	1.98972	0.071874	13.9132	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.07497	2.07497	0.00272136	0.42527	0.197775	0.0369857	0.0785582	0.00191366	0.134094	0.141518	0.152219	0.00500012	0.0948246	0.0792068	0.309537	0.0828427	0.0972081	0.0124319	0.0466902	0.231717	0.0984352	0.0278908	0.0517389	0.0717129	0.287874	0.241104	0.0711731	0.0171727	0.0334792	1.05423	0.480047	0.0144729	3.903455
152	-1169.403	-1164.581	-4.821565	2.155653	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	0.0171597	3.32174	3.32174	3.32174	3.32174	3.32174	3.32174	0.0102787	1.98972	0.071874	13.9132	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.15565	2.15565	0.00304708	0.527061	0.168848	0.0410019	0.0727092	0.00190797	0.153508	0.108322	0.152219	0.00726918	0.06025	0.0979993	0.292706	0.0802542	0.0944508	0.0143681	0.0538077	0.301476	0.118232	0.0371063	0.0578968	0.0871341	0.376071	0.364215	0.0775631	0.0164994	0.0270861	0.963343	0.603052	0.013452	3.903455
153	-1171.843	-1166.108	-5.735187	2.005694	0.0101752	0.0101752	0.0101752	0.0101752	0.0101752	0.0101752	3.32873	3.32873	3.32873	3.32873	3.32873	3.32873	0.00609496	1.99391	0.0552883	18.087	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.00569	2.00569	0.00251325	0.568599	0.136123	0.0399939	0.0935072	0.00276253	0.154321	0.125048	0.124283	0.0113365	0.0636786	0.0908186	0.277076	0.0810374	0.0992744	0.0174732	0.0605987	0.295247	0.111467	0.0438591	0.0722964	0.129759	0.406654	0.349445	0.0701463	0.0190351	0.0292567	0.895976	0.762512	0.0168934	4.292422
154	-1170.546	-1165.542	-5.003557	2.005694	0.00825071	0.00825071	0.00825071	0.00825071	0.00825071	0.00825071	3.33065	3.33065	3.33065	3.33065	3.33065	3.33065	0.00494217	1.99506	0.0497715	20.0918	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.00569	2.00569	0.00330048	0.565205	0.174555	0.0545797	0.0676085	0.00283579	0.154321	0.105564	0.113677	0.00959148	0.0826457	0.0928728	0.295625	0.0810374	0.0785815	0.0177808	0.0517329	0.299345	0.111691	0.0385671	0.0744571	0.108201	0.38058	0.206191	0.0484656	0.0422861	0.0297289	1.05485	0.673499	0.021298	4.44827
155	-1168.517	-1165.977	-2.539831	2.005694	0.00825071	0.00825071	0.00825071	0.00825071	0.00825071	0.00825071	3.33065	3.33065	3.33065	3.33065	3.33065	3.33065	0.00494217	1.99506	0.0497715	20.0918	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.00569	2.00569	0.0030212	0.527905	0.244121	0.058202	0.0690379	0.00283579	0.181471	0.114026	0.120472	0.00863597	0.0826457	0.0808843	0.281881	0.102165	0.0719492	0.0134179	0.0561455	0.296152	0.089048	0.0394262	0.0680542	0.111677	0.3894	0.325899	0.0415778	0.0454618	0.0259648	0.484854	0.805462	0.0259451	4.44827
156	-1168.075	-1168.195	0.1194933	2.102972	0.00825071	0.00825071	0.00825071	0.00825071	0.00825071	0.00825071	3.33065	3.33065	3.33065	3.33065	3.33065	3.33065	0.00494217	1.99506	0.0497715	20.0918	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.10297	2.10297	0.00294293	0.466726	0.226309	0.0469774	0.0592797	0.00273993	0.187988	0.106361	0.116416	0.0102513	0.0569447	0.0695523	0.331764	0.077073	0.0874015	0.0126445	0.063596	0.25813	0.0998671	0.0394262	0.0928074	0.0861117	0.333628	0.354603	0.0229125	0.0504414	0.0139359	0.553036	0.515764	0.0302272	4.44827
157	-1165.384	-1163.557	-1.826755	2.146039	0.0115392	0.0115392	0.0115392	0.0115392	0.0115392	0.0115392	3.32736	3.32736	3.32736	3.32736	3.32736	3.32736	0.00691198	1.99309	0.0588895	16.981	1.66945	1.66945	1.66945	1.66945	1.66945	1.66945	1.669452	2.14604	2.14604	0.00322619	0.563578	0.228909	0.0399552	0.0638968	0.00312163	0.206285	0.122155	0.111425	0.00972922	0.0647145	0.105992	0.270433	0.0987917	0.0874015	0.0146612	0.0579182	0.280623	0.10051	0.0334525	0.0983163	0.109259	0.37631	0.354603	0.0149689	0.0439058	0.0152166	0.503836	0.570943	0.0410934	4.198867
